plan,monthlyPrice,tenureMonths,outages,complaints,supportCalls,latePayments,competitorAvailable,monthlyContract,speedMbps,churn
Basic,699,12,1,3,5,6,1,1,100,0
Plus,999,41,9,4,2,1,1,1,200,1
Basic,699,41,6,1,2,4,0,0,100,1
Plus,999,12,6,1,3,6,0,1,200,1
Premium,1499,31,0,7,0,1,1,0,500,1
Basic,699,32,9,5,2,5,1,1,100,1
Basic,699,1,7,5,5,4,0,0,100,1
Premium,1499,24,0,7,7,1,1,1,500,1
Basic,699,49,3,5,1,3,0,1,100,1
Ultra,2499,53,9,2,3,1,0,0,1000,1
Ultra,2499,40,6,3,6,3,0,0,1000,1
Ultra,2499,21,1,7,8,3,1,0,1000,1
Premium,1499,14,7,8,3,5,1,1,500,1
Ultra,2499,42,3,4,0,0,1,0,1000,0
Premium,1499,39,0,5,3,1,1,1,500,1
Plus,999,23,9,5,4,2,1,1,200,1
Plus,999,34,10,7,4,4,0,1,200,1
Plus,999,4,4,0,1,3,0,1,200,0
Basic,699,24,5,4,0,5,1,1,100,1
Basic,699,34,3,1,0,5,1,1,100,0
Basic,699,30,4,1,2,5,0,1,100,0
Basic,699,2,0,6,8,6,1,1,100,1
Plus,999,54,6,8,1,2,0,1,200,1
Premium,1499,27,6,0,0,3,1,0,500,1
Ultra,2499,28,8,0,6,4,0,1,1000,1
Ultra,2499,15,5,6,6,0,0,0,1000,1
Plus,999,10,7,1,4,1,1,1,200,1
Basic,699,27,7,1,7,0,1,0,100,1
Plus,999,26,3,1,1,5,0,1,200,0
Plus,999,59,5,7,8,5,0,1,200,1
Basic,699,21,7,2,2,6,0,1,100,1
Basic,699,32,7,7,3,2,1,0,100,1
Premium,1499,40,1,8,3,5,0,0,500,1
Basic,699,42,9,7,0,4,0,0,100,1
Premium,1499,29,5,6,5,1,0,0,500,1
Plus,999,26,7,2,0,4,0,1,200,1
Plus,999,44,10,5,3,0,1,0,200,1
Ultra,2499,10,5,1,0,0,0,0,1000,1
Plus,999,46,5,8,0,1,1,1,200,1
Plus,999,34,8,7,6,0,1,0,200,1
Ultra,2499,3,2,7,6,3,0,0,1000,1
Basic,699,59,4,8,5,6,1,1,100,1
Ultra,2499,1,10,4,3,6,0,1,1000,1
Ultra,2499,36,6,2,0,5,1,1,1000,1
Basic,699,29,4,4,3,4,1,0,100,0
Ultra,2499,47,7,8,0,0,0,1,1000,1
Plus,999,60,2,6,4,6,0,1,200,1
Basic,699,37,8,6,2,5,1,0,100,1
Premium,1499,26,7,5,3,6,0,0,500,1
Premium,1499,7,4,5,4,0,0,1,500,1
Premium,1499,23,0,8,7,4,0,1,500,1
Ultra,2499,11,5,5,4,2,0,0,1000,1
Plus,999,25,6,7,1,4,1,0,200,1
Ultra,2499,33,3,2,3,4,0,1,1000,0
Premium,1499,60,8,4,2,4,1,1,500,1
Premium,1499,20,7,0,8,1,0,0,500,1
Basic,699,35,3,2,3,4,0,0,100,0
Plus,999,3,1,5,3,0,1,1,200,1
Premium,1499,25,3,1,7,6,1,0,500,0
Ultra,2499,33,2,4,2,2,1,1,1000,0
Basic,699,51,2,0,5,2,1,0,100,0
Premium,1499,27,10,6,2,0,0,0,500,1
Plus,999,35,6,2,7,1,1,1,200,1
Basic,699,60,7,0,3,1,0,1,100,1
Basic,699,15,3,0,3,6,0,1,100,0
Plus,999,45,3,6,0,5,1,1,200,1
Plus,999,52,3,7,7,5,0,1,200,1
Basic,699,40,2,2,0,4,0,0,100,0
Ultra,2499,52,2,8,0,3,1,0,1000,1
Premium,1499,20,9,4,5,2,1,1,500,1
Plus,999,37,7,2,3,6,0,0,200,1
Ultra,2499,44,7,4,5,4,1,0,1000,1
Basic,699,28,9,5,6,6,0,1,100,1
Ultra,2499,15,7,1,6,1,0,1,1000,1
Premium,1499,3,0,2,1,1,0,1,500,0
Ultra,2499,32,5,2,0,0,1,1,1000,1
Plus,999,54,3,0,5,1,1,0,200,0
Ultra,2499,6,3,7,5,5,1,1,1000,1
Plus,999,30,5,4,0,3,1,0,200,1
Plus,999,1,2,6,2,2,1,0,200,1
Basic,699,15,1,0,5,3,1,1,100,0
Plus,999,53,1,6,4,6,0,1,200,1
Basic,699,40,9,0,7,1,0,1,100,1
Ultra,2499,2,2,1,4,3,1,0,1000,1
Plus,999,59,8,0,3,3,1,0,200,1
Plus,999,24,1,6,1,6,1,1,200,1
Basic,699,20,9,3,7,0,0,1,100,1
Ultra,2499,42,10,7,5,5,1,1,1000,1
Premium,1499,4,0,4,2,5,0,0,500,0
Premium,1499,48,3,6,7,0,1,1,500,1
Basic,699,21,10,3,3,3,1,0,100,1
Premium,1499,26,10,4,2,0,0,1,500,1
Premium,1499,14,3,6,5,0,1,1,500,1
Ultra,2499,7,6,8,6,3,0,1,1000,1
Basic,699,59,8,4,7,2,1,1,100,1
Basic,699,42,2,6,5,6,0,1,100,1
Premium,1499,48,9,3,8,6,0,1,500,1
Basic,699,22,4,2,0,3,0,0,100,0
Basic,699,16,3,7,0,4,0,1,100,1
Premium,1499,52,2,3,8,6,0,0,500,0
Plus,999,3,6,0,6,1,0,0,200,1
Basic,699,30,1,4,4,0,0,0,100,0
Basic,699,7,9,5,5,4,0,0,100,1
Basic,699,13,6,6,0,6,0,1,100,1
Basic,699,33,2,6,0,3,0,0,100,1
Plus,999,21,2,4,8,1,1,0,200,0
Plus,999,51,5,5,5,1,1,0,200,1
Premium,1499,2,4,1,7,4,0,0,500,0
Plus,999,47,10,2,2,0,1,0,200,1
Plus,999,25,1,2,5,2,1,1,200,0
Plus,999,28,4,7,0,5,1,0,200,1
Basic,699,47,7,4,1,0,1,1,100,1
Ultra,2499,29,7,8,4,1,1,1,1000,1
Basic,699,1,1,6,1,5,1,1,100,1
Ultra,2499,25,10,6,8,4,1,1,1000,1
Plus,999,7,4,7,0,1,1,1,200,1
Premium,1499,9,3,3,5,5,1,1,500,0
Premium,1499,22,10,0,3,0,0,1,500,1
Plus,999,34,10,0,7,1,1,1,200,1
Plus,999,15,2,4,2,0,1,0,200,0
Ultra,2499,26,3,7,8,2,1,1,1000,1
Plus,999,41,6,7,8,4,1,0,200,1
Premium,1499,32,9,5,4,0,1,0,500,1
Basic,699,16,7,6,0,1,0,0,100,1
Plus,999,12,1,7,4,0,1,0,200,1
Ultra,2499,54,0,3,1,2,1,1,1000,0
Ultra,2499,40,9,7,5,4,1,1,1000,1
Plus,999,9,9,1,5,1,1,0,200,1
Basic,699,31,10,1,0,5,1,1,100,1
Ultra,2499,60,10,1,8,3,0,1,1000,1
Ultra,2499,57,9,8,2,1,0,0,1000,1
Ultra,2499,43,1,6,6,5,1,0,1000,1
Basic,699,13,6,4,3,1,1,0,100,1
Ultra,2499,47,9,3,2,3,1,1,1000,1
Basic,699,56,8,6,6,5,0,0,100,1
Premium,1499,37,1,1,8,6,1,1,500,0
Basic,699,53,1,6,4,6,0,1,100,1
Premium,1499,14,1,4,7,1,1,0,500,0
Premium,1499,2,0,6,6,2,0,0,500,1
Ultra,2499,20,5,1,8,5,1,1,1000,1
Premium,1499,12,7,2,2,3,0,0,500,1
Plus,999,52,7,4,4,3,0,0,200,1
Basic,699,2,5,4,0,3,0,0,100,1
Premium,1499,7,5,8,1,6,1,0,500,1
Basic,699,14,1,3,3,0,0,1,100,0
Ultra,2499,58,4,5,8,3,0,1,1000,1
Ultra,2499,12,5,6,8,5,1,0,1000,1
Plus,999,4,5,6,0,6,1,0,200,1
Premium,1499,41,8,0,3,3,0,0,500,1
Basic,699,11,5,4,5,5,1,0,100,1
Basic,699,5,5,6,5,5,0,0,100,1
Plus,999,26,10,4,5,3,1,1,200,1
Premium,1499,27,8,1,1,5,1,1,500,1
Plus,999,19,4,4,4,0,0,1,200,0
Ultra,2499,21,6,4,4,1,0,1,1000,1
Premium,1499,57,4,7,2,0,0,0,500,1
Plus,999,29,6,6,7,2,1,1,200,1
Basic,699,14,3,5,7,6,0,0,100,1
Basic,699,30,2,1,3,1,1,1,100,0
Ultra,2499,40,5,3,2,3,0,1,1000,1
Premium,1499,43,0,0,6,0,0,0,500,0
Basic,699,50,0,5,7,0,0,1,100,1
Basic,699,42,9,2,1,4,0,0,100,1
Plus,999,3,2,5,3,0,0,0,200,1
Basic,699,27,6,8,5,3,1,0,100,1
Ultra,2499,57,1,5,3,5,0,0,1000,1
Premium,1499,13,3,3,4,0,0,0,500,0
Premium,1499,20,4,0,8,0,0,0,500,0
Premium,1499,20,1,8,6,0,0,1,500,1
Ultra,2499,43,10,6,0,0,0,1,1000,1
Plus,999,42,4,8,6,3,1,0,200,1
Premium,1499,41,0,0,3,0,1,1,500,0
Basic,699,21,1,4,2,0,0,1,100,0
Plus,999,21,3,4,1,4,1,0,200,0
Plus,999,3,0,2,7,6,0,1,200,0
Plus,999,14,9,2,6,1,1,1,200,1
Ultra,2499,29,8,0,5,1,1,1,1000,1
Plus,999,38,2,2,8,2,0,0,200,0
Basic,699,42,3,0,8,1,0,0,100,0
Basic,699,50,10,3,6,2,0,0,100,1
Ultra,2499,24,4,4,6,0,0,1,1000,0
Plus,999,32,4,7,5,1,1,1,200,1
Basic,699,19,5,4,2,2,0,1,100,1
Premium,1499,41,5,3,5,3,1,0,500,1
Plus,999,25,5,4,0,4,0,0,200,1
Ultra,2499,48,3,3,2,1,0,1,1000,0
Premium,1499,46,1,2,3,5,0,1,500,0
Basic,699,26,7,1,1,0,0,1,100,1
Basic,699,21,5,8,7,3,1,1,100,1
Basic,699,26,2,4,7,3,1,1,100,0
Basic,699,52,8,7,4,5,1,0,100,1
Premium,1499,2,1,1,1,6,0,1,500,0
Ultra,2499,10,3,1,7,1,0,0,1000,0
Ultra,2499,51,3,8,0,4,1,0,1000,1
Ultra,2499,31,1,1,0,5,1,0,1000,0
Plus,999,46,1,5,4,4,0,1,200,1
Premium,1499,20,10,1,8,5,0,0,500,1
Premium,1499,59,0,3,8,0,1,1,500,0
Basic,699,37,4,5,3,1,1,0,100,1
Basic,699,3,5,1,8,2,0,1,100,1
Premium,1499,42,4,4,0,0,1,1,500,0
Plus,999,23,1,1,1,1,0,0,200,0
Premium,1499,29,4,0,6,3,0,1,500,0
Basic,699,9,10,5,7,4,1,0,100,1
Basic,699,56,6,7,2,4,1,1,100,1
Plus,999,31,0,3,6,3,0,0,200,0
Ultra,2499,6,4,7,2,6,1,0,1000,1
Premium,1499,2,10,5,6,5,0,0,500,1
Ultra,2499,50,9,6,3,0,1,1,1000,1
Premium,1499,31,9,0,6,4,0,1,500,1
Ultra,2499,33,8,0,8,2,0,1,1000,1
Plus,999,39,3,8,4,2,1,1,200,1
Ultra,2499,58,7,7,2,0,1,0,1000,1
Ultra,2499,41,9,0,4,5,1,0,1000,1
Ultra,2499,18,9,1,8,2,1,0,1000,1
Plus,999,10,0,5,8,5,1,0,200,1
Basic,699,39,5,2,3,6,1,0,100,1
Ultra,2499,29,5,6,4,6,1,1,1000,1
Plus,999,39,5,6,6,4,0,1,200,1
Basic,699,25,4,6,5,2,0,0,100,1
Ultra,2499,33,8,6,4,3,1,0,1000,1
Ultra,2499,48,0,7,5,4,1,0,1000,1
Premium,1499,44,3,3,7,0,1,0,500,0
Basic,699,31,5,2,1,4,0,0,100,1
Plus,999,7,4,6,3,6,0,1,200,1
Basic,699,27,9,1,6,5,0,1,100,1
Ultra,2499,51,0,3,1,4,1,1,1000,0
Ultra,2499,26,8,2,3,1,1,1,1000,1
Ultra,2499,59,10,1,3,5,0,0,1000,1
Basic,699,15,5,7,5,3,1,1,100,1
Ultra,2499,34,10,5,7,0,0,1,1000,1
Premium,1499,3,2,2,6,6,1,0,500,1
Basic,699,43,9,3,4,5,0,0,100,1
Plus,999,30,1,6,2,3,1,1,200,1
Plus,999,6,5,1,4,5,0,1,200,1
Ultra,2499,30,1,2,0,2,0,0,1000,0
Plus,999,47,5,4,5,4,1,0,200,1
Ultra,2499,43,9,4,8,6,0,1,1000,1
Plus,999,12,5,2,5,2,0,1,200,1
Ultra,2499,48,1,1,7,2,1,0,1000,0
Basic,699,39,2,1,7,5,0,1,100,0
Basic,699,34,9,7,4,3,0,1,100,1
Ultra,2499,16,8,3,7,2,1,1,1000,1
Premium,1499,15,0,8,2,3,1,0,500,1
Basic,699,40,6,2,6,0,1,1,100,1
Ultra,2499,36,0,6,8,3,0,1,1000,1
Basic,699,32,3,6,6,5,0,1,100,1
Ultra,2499,43,4,4,0,5,0,1,1000,0
Premium,1499,29,10,1,7,3,0,1,500,1
Basic,699,23,7,1,0,3,1,0,100,1
Ultra,2499,38,7,3,5,3,0,1,1000,1
Premium,1499,52,7,7,1,4,0,0,500,1
Plus,999,1,5,0,4,1,1,0,200,1
Premium,1499,26,5,5,6,6,1,0,500,1
Plus,999,44,1,1,7,1,1,0,200,0
Plus,999,46,2,7,8,4,0,1,200,1
Ultra,2499,27,2,4,3,6,1,0,1000,0
Plus,999,16,8,8,8,1,1,0,200,1
Ultra,2499,10,1,7,1,2,1,0,1000,1
Premium,1499,26,5,7,5,2,1,1,500,1
Basic,699,7,8,8,4,0,0,0,100,1
Plus,999,13,10,6,6,2,1,0,200,1
Ultra,2499,15,8,8,7,5,1,1,1000,1
Ultra,2499,44,2,4,0,4,1,1,1000,0
Plus,999,17,2,2,2,5,1,0,200,0
Premium,1499,54,9,0,1,6,0,1,500,1
Ultra,2499,17,0,5,4,1,0,1,1000,1
Plus,999,32,0,4,0,4,0,0,200,0
Premium,1499,51,7,4,8,3,0,0,500,1
Plus,999,49,5,0,6,3,0,0,200,1
Ultra,2499,8,1,6,4,0,0,1,1000,1
Ultra,2499,49,4,7,6,1,1,0,1000,1
Ultra,2499,43,8,6,3,4,0,1,1000,1
Basic,699,12,8,3,5,1,0,0,100,1
Basic,699,21,8,4,8,5,0,0,100,1
Basic,699,4,2,5,1,2,0,0,100,1
Ultra,2499,21,9,0,0,4,0,0,1000,1
Basic,699,27,4,3,8,4,0,1,100,0
Basic,699,15,2,3,7,4,0,1,100,0
Premium,1499,30,2,1,1,4,1,0,500,0
Ultra,2499,31,1,7,8,5,0,0,1000,1
Ultra,2499,14,6,7,8,4,1,1,1000,1
Premium,1499,60,4,7,7,3,0,1,500,1
Plus,999,10,4,1,1,3,0,0,200,0
Ultra,2499,14,2,2,0,1,0,0,1000,0
Ultra,2499,33,5,6,7,3,1,1,1000,1
Plus,999,45,0,5,7,0,1,1,200,1
Ultra,2499,12,9,2,1,1,1,1,1000,1
Ultra,2499,13,3,8,2,1,0,0,1000,1
Plus,999,4,7,7,2,4,1,1,200,1
Ultra,2499,46,1,5,2,5,0,0,1000,1
Premium,1499,19,7,6,4,1,0,0,500,1
Basic,699,31,7,3,5,4,1,1,100,1
Premium,1499,30,10,2,1,0,1,1,500,1
Plus,999,51,10,0,2,0,0,1,200,1
Premium,1499,28,3,3,6,1,0,1,500,0
Basic,699,42,9,8,3,2,0,0,100,1
Basic,699,16,10,3,4,0,0,1,100,1
Plus,999,10,5,3,0,2,1,1,200,1
Premium,1499,30,4,3,5,5,1,0,500,0
Ultra,2499,21,10,6,7,1,0,0,1000,1
Plus,999,50,2,1,0,1,1,1,200,0
Ultra,2499,15,9,8,7,2,1,0,1000,1
Ultra,2499,6,5,3,7,0,1,0,1000,1
Ultra,2499,6,1,2,2,2,0,0,1000,0
Plus,999,47,2,8,3,2,1,0,200,1
Plus,999,59,3,7,0,0,1,0,200,1
Basic,699,45,5,2,8,5,1,1,100,1
Ultra,2499,6,9,7,1,2,1,1,1000,1
Basic,699,14,5,1,6,4,1,1,100,1
Premium,1499,36,8,1,2,3,0,1,500,1
Premium,1499,43,3,3,3,0,0,0,500,0
Premium,1499,44,8,7,5,6,0,1,500,1
Premium,1499,27,4,1,8,4,0,1,500,0
Basic,699,42,7,1,4,3,0,1,100,1
Plus,999,25,10,6,1,5,1,0,200,1
Premium,1499,27,5,6,1,5,1,0,500,1
Plus,999,11,3,8,5,1,0,0,200,1
Ultra,2499,27,4,8,2,6,0,0,1000,1
Basic,699,55,2,8,2,4,0,0,100,1
Plus,999,9,7,2,4,5,1,0,200,1
Plus,999,53,5,1,1,2,1,1,200,1
Premium,1499,53,8,6,4,0,1,0,500,1
Plus,999,37,3,8,3,0,0,0,200,1
Ultra,2499,36,8,5,2,4,0,1,1000,1
Basic,699,48,6,0,6,5,0,1,100,1
Basic,699,24,7,0,4,0,1,1,100,1
Basic,699,32,0,3,6,4,1,0,100,0
Basic,699,57,9,0,5,1,0,0,100,1
Ultra,2499,29,0,0,1,4,1,0,1000,0
Plus,999,20,3,2,5,3,1,1,200,0
Plus,999,1,3,6,5,1,1,1,200,1
Basic,699,21,7,5,8,2,0,1,100,1
Basic,699,16,8,5,8,5,1,1,100,1
Basic,699,53,2,3,1,0,0,1,100,0
Ultra,2499,38,10,5,3,2,0,1,1000,1
Plus,999,39,1,0,5,3,1,0,200,0
Ultra,2499,9,10,4,7,5,1,0,1000,1
Basic,699,59,2,7,2,0,1,0,100,1
Basic,699,5,9,5,4,4,1,1,100,1
Ultra,2499,5,4,8,3,3,0,1,1000,1
Ultra,2499,53,10,6,5,4,0,0,1000,1
Premium,1499,32,1,3,8,0,0,0,500,0
Premium,1499,53,8,0,1,6,0,0,500,1
Premium,1499,37,4,5,2,2,0,0,500,1
Ultra,2499,2,10,7,4,5,0,1,1000,1
Premium,1499,11,0,2,3,2,0,0,500,0
Basic,699,3,7,4,3,3,0,1,100,1
Premium,1499,6,2,0,1,4,0,0,500,0
Basic,699,57,4,6,5,5,0,1,100,1
Premium,1499,57,9,1,3,6,1,0,500,1
Basic,699,3,4,4,7,3,0,1,100,0
Ultra,2499,51,6,1,1,4,1,0,1000,1
Plus,999,48,9,1,2,0,0,1,200,1
Premium,1499,9,0,7,1,0,0,0,500,1
Ultra,2499,7,3,6,8,3,1,1,1000,1
Ultra,2499,38,10,3,8,2,1,1,1000,1
Plus,999,39,6,4,7,5,1,1,200,1
Ultra,2499,4,2,4,5,4,0,0,1000,0
Plus,999,32,0,0,6,2,1,1,200,0
Premium,1499,35,2,8,5,1,0,0,500,1
Premium,1499,39,4,7,2,4,1,1,500,1
Premium,1499,35,5,7,3,4,0,0,500,1
Premium,1499,53,3,0,2,1,1,0,500,0
Ultra,2499,59,6,6,4,3,1,0,1000,1
Basic,699,24,2,0,8,2,1,1,100,0
Basic,699,39,3,2,8,4,1,0,100,0
Plus,999,52,8,4,7,5,1,0,200,1
Basic,699,33,2,7,1,2,0,1,100,1
Basic,699,46,1,3,0,3,1,0,100,0
Ultra,2499,13,2,4,6,4,1,1,1000,0
Basic,699,37,7,2,7,4,1,0,100,1
Plus,999,33,0,0,2,5,0,1,200,0
Basic,699,59,2,6,7,1,0,0,100,1
Basic,699,26,7,5,2,0,0,0,100,1
Premium,1499,21,8,2,2,3,0,1,500,1
Basic,699,31,8,0,1,5,1,1,100,1
Premium,1499,44,2,3,2,4,1,0,500,0
Basic,699,3,3,3,8,2,1,0,100,1
Premium,1499,52,2,8,7,5,0,0,500,1
Basic,699,13,10,7,6,2,1,0,100,1
Basic,699,1,2,8,8,2,0,0,100,1
Ultra,2499,40,7,5,3,1,0,1,1000,1
Basic,699,24,3,8,5,4,0,0,100,1
Basic,699,47,7,5,0,4,1,0,100,1
Plus,999,54,9,2,0,3,0,0,200,1
Basic,699,20,5,1,1,4,1,1,100,1
Basic,699,16,2,7,8,5,0,0,100,1
Premium,1499,32,6,1,7,5,1,0,500,1
Plus,999,17,0,6,8,2,0,1,200,1
Premium,1499,14,8,1,6,0,1,0,500,1
Premium,1499,50,6,3,6,3,0,0,500,1
Basic,699,2,2,0,0,6,0,0,100,0
Premium,1499,45,0,2,8,1,1,0,500,0
Premium,1499,13,10,1,3,1,1,1,500,1
Premium,1499,59,6,8,0,1,1,1,500,1
Ultra,2499,35,3,6,5,3,1,1,1000,1
Basic,699,39,0,2,0,2,0,1,100,0
Basic,699,54,5,1,3,3,1,1,100,1
Ultra,2499,52,4,2,7,0,1,0,1000,0
Ultra,2499,40,7,4,5,4,0,0,1000,1
Plus,999,57,0,3,4,5,1,1,200,0
Premium,1499,36,10,8,0,1,1,0,500,1
Ultra,2499,47,8,7,4,2,0,0,1000,1
Basic,699,58,5,8,7,5,1,0,100,1
Plus,999,50,6,1,1,3,0,0,200,1
Basic,699,41,9,6,2,2,1,0,100,1
Premium,1499,32,8,0,6,0,0,0,500,1
Plus,999,10,9,0,7,1,0,0,200,1
Basic,699,48,2,6,1,5,0,1,100,1
Premium,1499,14,10,7,6,5,1,1,500,1
Plus,999,13,1,0,1,5,0,1,200,0
Ultra,2499,4,1,6,7,2,0,1,1000,1
Premium,1499,14,9,8,6,5,1,1,500,1
Premium,1499,8,0,0,4,4,1,0,500,0
Plus,999,33,0,8,7,3,0,0,200,1
Basic,699,50,2,5,2,2,1,0,100,1
Basic,699,49,7,6,1,5,1,0,100,1
Ultra,2499,19,5,0,7,1,1,0,1000,1
Ultra,2499,27,1,6,0,5,1,1,1000,1
Basic,699,31,7,7,2,5,1,0,100,1
Premium,1499,55,2,8,2,0,0,1,500,1
Basic,699,50,1,3,5,6,1,0,100,0
Basic,699,3,8,3,0,6,0,1,100,1
Basic,699,57,8,0,5,1,0,1,100,1
Ultra,2499,25,6,8,2,6,1,1,1000,1
Basic,699,48,6,4,7,4,0,0,100,1
Basic,699,12,10,8,6,2,1,1,100,1
Plus,999,9,6,1,0,5,0,0,200,1
Premium,1499,4,0,2,1,5,1,1,500,1
Premium,1499,43,0,0,4,0,0,0,500,0
Premium,1499,52,9,4,3,5,0,1,500,1
Basic,699,50,2,2,5,6,1,0,100,0
Plus,999,57,2,4,2,4,0,0,200,0
Plus,999,52,2,8,1,2,1,0,200,1
Premium,1499,3,10,5,7,4,1,1,500,1
Basic,699,12,10,0,7,0,0,0,100,1
Basic,699,35,5,4,0,3,1,0,100,1
Basic,699,42,8,7,5,3,0,1,100,1
Premium,1499,23,1,8,2,6,1,1,500,1
Ultra,2499,4,4,3,3,2,0,1,1000,0
Plus,999,23,7,4,7,1,1,1,200,1
Premium,1499,57,10,3,3,1,1,0,500,1
Premium,1499,37,6,5,2,4,1,1,500,1
Ultra,2499,20,7,6,2,6,0,0,1000,1
Basic,699,38,4,0,3,3,0,1,100,0
Plus,999,47,5,2,7,5,1,1,200,1
Plus,999,50,10,8,8,0,0,0,200,1
Premium,1499,29,1,1,0,0,0,1,500,0
Ultra,2499,39,8,7,5,4,1,1,1000,1
Ultra,2499,45,7,8,7,6,0,1,1000,1
Premium,1499,18,7,8,7,2,1,1,500,1
Ultra,2499,29,8,5,1,6,0,0,1000,1
Premium,1499,10,0,3,2,4,0,1,500,0
Plus,999,15,2,3,5,1,1,0,200,0
Ultra,2499,47,8,4,0,1,0,1,1000,1
Basic,699,50,0,6,2,5,0,0,100,1
Plus,999,48,4,3,7,0,1,0,200,0
Premium,1499,47,6,0,3,3,0,1,500,1
Premium,1499,43,9,8,0,5,0,1,500,1
Basic,699,28,0,7,5,0,1,1,100,1
Plus,999,35,8,3,0,0,1,1,200,1
Plus,999,4,5,7,5,0,0,0,200,1
Basic,699,14,5,4,6,3,1,0,100,1
Ultra,2499,45,5,4,8,0,0,1,1000,1
Ultra,2499,6,0,2,3,4,0,1,1000,0
Premium,1499,9,6,6,3,6,1,0,500,1
Basic,699,28,7,6,6,0,0,1,100,1
Premium,1499,29,4,8,0,5,1,1,500,1
Ultra,2499,51,5,4,3,5,0,1,1000,1
Premium,1499,34,0,7,8,0,0,1,500,1
Premium,1499,37,3,3,7,2,0,0,500,0
Plus,999,41,2,7,3,5,0,0,200,1
Plus,999,19,0,2,8,0,1,0,200,0
Ultra,2499,7,8,4,4,5,1,1,1000,1
Plus,999,9,6,6,5,5,0,0,200,1
Ultra,2499,50,1,7,7,5,0,1,1000,1
Basic,699,16,9,2,3,6,0,1,100,1
Ultra,2499,43,9,4,7,0,0,0,1000,1
Basic,699,12,2,6,0,5,0,0,100,1
Plus,999,22,5,7,2,1,0,0,200,1
Ultra,2499,21,0,8,2,2,1,1,1000,1
Basic,699,17,10,3,2,1,1,1,100,1
Plus,999,42,7,0,3,1,1,1,200,1
Ultra,2499,38,1,7,0,5,1,1,1000,1
Premium,1499,34,1,8,7,5,1,0,500,1
Basic,699,57,1,2,3,1,1,1,100,0
Plus,999,37,6,2,8,1,1,1,200,1
Basic,699,16,0,1,1,6,1,0,100,0
Plus,999,56,7,4,1,4,0,0,200,1
Plus,999,60,9,0,4,4,0,1,200,1
Ultra,2499,49,3,1,6,4,0,0,1000,0
Premium,1499,31,6,1,1,5,0,0,500,1
Plus,999,46,7,6,7,5,0,0,200,1
Basic,699,17,1,2,7,4,0,1,100,0
Basic,699,34,1,1,0,5,0,1,100,0
Ultra,2499,39,0,5,6,6,0,1,1000,1
Basic,699,16,6,8,5,5,1,1,100,1
Basic,699,60,7,4,0,6,0,1,100,1
Basic,699,24,1,2,5,3,0,0,100,0
Premium,1499,19,7,4,5,6,0,0,500,1
Plus,999,43,0,7,2,5,0,0,200,1
Ultra,2499,8,7,6,8,3,0,1,1000,1
Premium,1499,49,6,1,5,5,0,0,500,1
Premium,1499,48,4,8,4,1,0,1,500,1
Ultra,2499,31,1,8,2,0,1,0,1000,1
Ultra,2499,43,6,5,1,1,1,1,1000,1
Plus,999,17,5,1,8,2,0,1,200,1
Basic,699,47,1,2,0,6,1,1,100,0
Basic,699,48,1,7,5,6,0,1,100,1
Ultra,2499,2,7,5,8,1,1,1,1000,1
Basic,699,58,7,4,6,4,1,1,100,1
Plus,999,7,10,5,3,3,1,0,200,1
Ultra,2499,4,9,5,8,1,1,1,1000,1
Plus,999,23,5,7,7,0,0,0,200,1
Premium,1499,41,4,7,6,3,1,1,500,1
Ultra,2499,30,1,4,6,1,0,1,1000,0
Premium,1499,53,5,8,2,6,0,0,500,1
Ultra,2499,20,2,3,6,4,1,0,1000,0
Premium,1499,4,10,1,3,3,0,0,500,1
Plus,999,43,0,4,5,6,1,1,200,0
Ultra,2499,16,10,0,0,2,1,1,1000,1
Basic,699,38,2,2,7,5,1,0,100,0
Plus,999,50,1,8,4,3,1,0,200,1
Premium,1499,22,8,4,8,4,1,1,500,1
Premium,1499,15,5,0,7,6,1,1,500,1
Plus,999,28,2,1,6,1,0,1,200,0
Plus,999,16,0,0,8,3,1,0,200,0
Ultra,2499,12,6,3,4,0,0,0,1000,1
Basic,699,14,10,6,5,3,0,1,100,1
Basic,699,6,0,6,1,1,0,0,100,1
Basic,699,44,6,6,5,5,0,0,100,1
Basic,699,3,0,3,2,5,1,0,100,1
Plus,999,9,2,8,4,5,1,1,200,1
Premium,1499,5,9,0,0,3,0,1,500,1
Premium,1499,11,3,0,1,2,1,1,500,0
Basic,699,50,0,2,3,3,0,1,100,0
Premium,1499,16,6,8,7,6,1,0,500,1
Plus,999,39,6,6,7,4,1,0,200,1
Ultra,2499,5,1,5,4,1,0,1,1000,1
Ultra,2499,52,8,7,7,6,1,0,1000,1
Premium,1499,47,10,6,1,6,1,0,500,1
Plus,999,39,8,8,5,1,0,1,200,1
Basic,699,28,7,3,0,5,0,0,100,1
Ultra,2499,53,9,2,2,3,0,0,1000,1
Ultra,2499,2,9,1,6,3,1,0,1000,1
Ultra,2499,58,1,3,0,1,0,0,1000,0
Ultra,2499,20,2,8,2,0,1,0,1000,1
Premium,1499,5,0,5,2,5,1,0,500,1
Plus,999,59,8,1,0,1,0,1,200,1
Ultra,2499,5,0,4,6,1,1,0,1000,1
Premium,1499,36,10,1,6,4,1,0,500,1
Premium,1499,26,7,4,6,6,1,0,500,1
Premium,1499,48,5,6,0,5,0,0,500,1
Plus,999,21,4,7,8,6,1,1,200,1
Plus,999,60,10,2,0,4,1,0,200,1
Premium,1499,5,4,0,1,1,1,1,500,1
